"Topic","Sentiment","TweetId","TweetDate","TweetText"
"apple","negative","126082198720888833","Mon Oct 17 23:48:33 +0000 2011","I'm givin' this stupid @apple reserve system 2days… If I cant get reservation, I'll never buy any Apple products… (yup I hate contracts)"
"apple","negative","126069614181486593","Mon Oct 17 22:58:32 +0000 2011","@hailfire101 @Irvysan They are... then @apple happened and snatched Siri so they could be douchebags and say 'it's ours!'"
"apple","negative","126036793970786304","Mon Oct 17 20:48:07 +0000 2011","could @apple lion please integrate vertical spaces in mission control. this horizontal business is making me nauseous"
"apple","negative","126014540721827840","Mon Oct 17 19:19:42 +0000 2011","You can make photo albums in the Photos app with iOS 5, but can't password protect them? Um... @apple, fix that. Quickly."
"apple","negative","125982320917364736","Mon Oct 17 17:11:40 +0000 2011","For being the inventor of the computer mouse — Why is it that @Apple has never made one that is not a complete piece of fucking shit?!!?"
"apple","negative","125974810021998595","Mon Oct 17 16:41:49 +0000 2011","So my iMessage still isn't working! @apple"
"apple","negative","125945821240885248","Mon Oct 17 14:46:38 +0000 2011","@Apple would do better to inform customers properly about migrating to #iCloud - many complaints lead to #image damage http://t.co/QL7zmPpO"
"apple","negative","125943204943114240","Mon Oct 17 14:36:14 +0000 2011","@apple does iOS 5 rape your battery life? or am I just using my phone a lot since getting it"
"apple","negative","125836461936361472","Mon Oct 17 07:32:05 +0000 2011","#appleupdates
2 success stories- iPhone & iPad 2.
Now been on phone to Apple 45 mins. iPad 1 WILL not. Wasting my time 
@apple
#Replaceit!"
"apple","negative","125799384976863232","Mon Oct 17 05:04:45 +0000 2011","Thanks @apple for an OS update that has only succesfully bricked my iPod."
"apple","negative","125794703819030528","Mon Oct 17 04:46:09 +0000 2011","screw you @apple iOS 5. I can't download this crap, and I'm tired of trying. Get this problem figured out about my connection timing out"
"apple","negative","125711996074209280","Sun Oct 16 23:17:30 +0000 2011","Overall I am a fan of the iPhone 4S; however, my Siri has issues connecting to the network @Apple"
"apple","negative","125681125376000000","Sun Oct 16 21:14:49 +0000 2011","Iphone 4s siri doesn't work for shit @apple"
"apple","negative","125679166015283203","Sun Oct 16 21:07:02 +0000 2011","Clarence Thomas must have designed the new OSX lion, tossing decades of workflow standards, @apple bring back “save as”! #autoSaveSucks"
"apple","negative","125664507757461504","Sun Oct 16 20:08:48 +0000 2011","RT @JDougyJ: hey @apple do you wanna fix my fucking playlist order, you piece of shit"
"apple","negative","125659125886623744","Sun Oct 16 19:47:24 +0000 2011","The line at the @apple is just STUPID"
"apple","negative","125639217090011136","Sun Oct 16 18:28:18 +0000 2011","So glad that I paid $69 for this @apple care protection plan.  Been on hold for over 20 minutes now.  Great customer service. #NOT"
"apple","negative","125631239364427776","Sun Oct 16 17:56:36 +0000 2011","All I can say about @Apple right now is #GoodRiddance — See? Cancer isn't ALL BAD!"
"apple","negative","125561930416013312","Sun Oct 16 13:21:11 +0000 2011","IOS5 has one problem, when i save someone in my contacts they don't show his nam becuz of the region/ +965 @apple #apple"
"apple","negative","125400161886277632","Sun Oct 16 02:38:23 +0000 2011","I wish Siri could tweet for me . @apple fix that ."
"apple","negative","125394863255588864","Sun Oct 16 02:17:19 +0000 2011","I will never purchase another @Apple product for the rest of my life. I am glad Steve Jobs is fucking dead. MAY YOU FUCKING ROT IN HELL!!!!!"
"apple","negative","125394746452619265","Sun Oct 16 02:16:51 +0000 2011","Thanks to @Apple my new iMac is a brick. I cannot re-install Lion and I cannot purchase it because it was installed by the former owner."
"apple","negative","125369698840887297","Sun Oct 16 00:37:20 +0000 2011","Damn you @apple for breaking wififofum! It continued to work in ios 4. Was one of my most used apps. Damn Apple's overbearing policies!"
"apple","negative","125355139409252352","Sat Oct 15 23:39:28 +0000 2011","By far the worst experience upgrading out of any version of iOS @apple #iOS5"
"apple","negative","125347619072512000","Sat Oct 15 23:09:35 +0000 2011","What happened? RT @xCuntNuggetx: Never purchasing another item from @apple."
"apple","negative","125346783390990337","Sat Oct 15 23:06:16 +0000 2011","Never purchasing another item from @apple."
"apple","negative","125334519254482944","Sat Oct 15 22:17:32 +0000 2011","RT @JoelBurns: Dear @Apple, it's me again. Thanks for beautiful new iOS features. But I miss some of the old ones. Like making calls & t ..."
"apple","negative","125329867674886144","Sat Oct 15 21:59:03 +0000 2011","@apple why isn't my iTunes updating? I just wanna update my iPhone to IOS5!!! Then iTunes says that it needs to update to do it. Then fails!"
"apple","negative","125271422431014914","Sat Oct 15 18:06:49 +0000 2011","remember when people used to say ""flat the fuck out!!"" lol.. and their face while saying.... kindahow i feel about @apple"
"apple","negative","125232266849947648","Sat Oct 15 15:31:13 +0000 2011","Dear @apple, One day you're going to release a version of iTunes that doesn't freeze more often than it works. One day."
"apple","negative","125202037293064192","Sat Oct 15 13:31:06 +0000 2011","RT @gdcurry: Really @Apple?  What have you done to my iTunes now?  I can't click on Music, Movies, TV Shows, or any playlists. I get a l ..."
"apple","neutral","126415742177513472","Tue Oct 18 21:53:56 +0000 2011","RT @rdingwell: .@Apple has a record quarter and because a bunch of professional guessers (aka analysts) wanted more, its a disappointmen ..."
"apple","neutral","126410146703351808","Tue Oct 18 21:31:42 +0000 2011","@Apple how fun wouldn't it be if it was possible to integrate  ( soon to be named ) with notifications?"
"apple","neutral","126405821482532864","Tue Oct 18 21:14:31 +0000 2011","@apple expanded the app store to more than 20 new countries in the december quarter"
"apple","neutral","126405160934178816","Tue Oct 18 21:11:53 +0000 2011","@Apple will be rolling out iPhone 4S to more than 20 more countries by the end of the month."
"apple","neutral","126394795802370049","Tue Oct 18 20:30:42 +0000 2011","People are waiting in line @apple for phones at 1:30 on a Tuesday! Don't you people have Jobs(no pun intended?)???"
"apple","neutral","126393452324855808","Tue Oct 18 20:25:21 +0000 2011","@Apple Would much rather get outta this having a ( see pic ) and have fun with this "" Have your friends choose music"" http://t.co/7IiHbr4J"
"apple","neutral","126386085164101634","Tue Oct 18 19:56:05 +0000 2011","@leg3nd @apple the new iPhone?"
"apple","neutral","126379730827083776","Tue Oct 18 19:30:50 +0000 2011","@Apple has a pic of Steve Jobs on their home page. #Honor"
"apple","neutral","126370776013213697","Tue Oct 18 18:55:15 +0000 2011","This is what I have been waiting for RT @Apple The last big project Steve Jobs was working on was the new cranial insertion device: iMplant."
"apple","neutral","126362867778859008","Tue Oct 18 18:23:50 +0000 2011","macbreak weekly @TWiT via @apple airplay in full HD on the 42"". finally! @leolaporte @Ihnatko @alexlindsay"
"apple","neutral","126351669029126144","Tue Oct 18 17:39:20 +0000 2011","RT @HaendelBalzora: dear @apple please invent ""FaceTime Voicemails."" sincerely, haendel balzora jr. #apple"
"apple","neutral","126343124174901248","Tue Oct 18 17:05:22 +0000 2011","is it just me or do other people miss the iPod symbol on the iPhone? I had the first iPod, it's what I relate to @apple #ios5 #nostalgia"
"apple","neutral","126298592364331008","Tue Oct 18 14:08:25 +0000 2011","Steve Jobs' unconventional #leadership secret - ACC SmartBrief: http://t.co/CY6VxRnF &gt; @Apple #sm #HR #NEHRA"
"apple","neutral","126283639959990274","Tue Oct 18 13:09:00 +0000 2011","ok @apple, now we got our iOS5 and #icloud, can we please have #LogicX"
"apple","neutral","126283440457912320","Tue Oct 18 13:08:13 +0000 2011","Hello again, iPhone 4!!! Thank you, @apple! Although this should have never broken in the first place! #tsk"
"apple","neutral","126243528832593920","Tue Oct 18 10:29:37 +0000 2011","@AsgariAJ #iPhone need to tell @Apple that"
"apple","neutral","126225922159427584","Tue Oct 18 09:19:39 +0000 2011","Need to update my apps. ): my apple ID is disabled.. Don't know what to do.. @apple @AppStore @itunes @Siri_Assistant"
"apple","neutral","126219340214304768","Tue Oct 18 08:53:30 +0000 2011","eating @apple xDD"
"apple","neutral","126197405015220225","Tue Oct 18 07:26:20 +0000 2011","The four American companies that have come to define 21st-century on the verge of war. @Amazon @Apple @Facebook and @G…http://t.co/PxUlr5dw"
"apple","neutral","126185114173583360","Tue Oct 18 06:37:30 +0000 2011","@SamsungMobileUS @Apple would disagree with you right now."
"apple","neutral","126157019072835584","Tue Oct 18 04:45:51 +0000 2011","Notes for Jobs @Apple store in Palo alto downtown. http://t.co/4BJjfq4h"
"apple","neutral","126147867478982656","Tue Oct 18 04:09:29 +0000 2011","RT @danysaadia: @ATTCustomerCare @att @apple I already have an ATT wireless line. Can I buy a factory unlocked iPhone 4S with my contract?"
"apple","neutral","126125799744094208","Tue Oct 18 02:41:48 +0000 2011","Goodbye @Evernote, Welcome #NotesintheCloud thx @Apple"
"apple","neutral","126125182405447680","Tue Oct 18 02:39:21 +0000 2011","Will @Apple's Mac ever properly be used in the financial markets or is it purely a creatives device? Shift from IBM to Mac? #finpanther"
"apple","neutral","126124917992341504","Tue Oct 18 02:38:18 +0000 2011","But @att is ""working"" with @apple to make their iPhone say 4G RT @JFSikora: @TCPJ_Mickey I'm so glad Apple is not slinging that crap."
"apple","neutral","126113944891949056","Tue Oct 18 01:54:42 +0000 2011","@dyanna299 you mean like Muhaimin @apple.com?"
"apple","neutral","126081812236738560","Mon Oct 17 23:47:01 +0000 2011","Hey @apple next update can we get an emoji that's pointing the middle finger please?? Thanx!!"
"apple","neutral","126079649959772160","Mon Oct 17 23:38:25 +0000 2011","U know the @apple company are giving out 500 iPads because Steve jobs past away"
"apple","neutral","126066994008162305","Mon Oct 17 22:48:08 +0000 2011","@FastCompany - The Great Tech War Of 2012: @Apple, @Facebook, @Google, and @Amazon duking it out - http://t.co/HXsAlzPv via @ADerricks"
"apple","neutral","126065983138955265","Mon Oct 17 22:44:07 +0000 2011","@SteveJobs : @Twitter overwhelmed by reaction to @Apple founder's death - Telegraph http://t.co/tqF6pjf5"
"apple","neutral","126057389333020672","Mon Oct 17 22:09:58 +0000 2011","RT @FaithMcNally: @RhiannaRaee hanging @apple in tacoma listening to the beatles!"
"apple","neutral","126044185815040000","Mon Oct 17 21:17:30 +0000 2011","New phone is @apple, too bad im not going to get it till tommorrow, dont feel like driving to the mall AND GG is on tonight!!!"
"apple","neutral","126042506717704192","Mon Oct 17 21:10:50 +0000 2011","RT @DJTREBEL1: #fail i guess @apple didnt notify these clowns that the iPhone5 isnst out yet.... http://t.co/2yCDNt1B"
"apple","neutral","126041773356232704","Mon Oct 17 21:07:55 +0000 2011","#fail i guess @apple didnt notify these clowns that the iPhone5 isnst out yet.... http://t.co/2yCDNt1B"
"apple","neutral","126022527578406912","Mon Oct 17 19:51:26 +0000 2011","Easiest way to use Evernote with iPhone 4S Siri. Just tell Siri to Email Evernote and say your note. @evernote @apple #evernote #siri"
"apple","neutral","126021436149211136","Mon Oct 17 19:47:06 +0000 2011","@Apple sells record 4M #iPhone4S phones in first 3 days!"
"apple","neutral","126016405085757440","Mon Oct 17 19:27:06 +0000 2011","The iPhone update has segregated my contacts between iPhone users and non-iPhone users. They just had to call out those non-users @apple"
"apple","neutral","126012833128390656","Mon Oct 17 19:12:55 +0000 2011","@hanrahan52 @apple Don't say things you can't take back, Joel."
"apple","neutral","126010471202566144","Mon Oct 17 19:03:32 +0000 2011","@apple @appstore @mac @iOs @Ipad @siri Will siri be available for iPad 2?"
"apple","neutral","126009386022879232","Mon Oct 17 18:59:13 +0000 2011","Can this ho Siri update your tweets? cc: @apple @iPhone_News"
"apple","neutral","125998732046123009","Mon Oct 17 18:16:53 +0000 2011","@audrievv @apple You can still use  #MobileMe webhosting (with or without #iWeb) after converting to #iCloud."
"apple","neutral","125996412252078080","Mon Oct 17 18:07:40 +0000 2011","http://t.co/48emAEID #SteveJobs memorial @Apple #Boylston"
"apple","neutral","125994997609803776","Mon Oct 17 18:02:02 +0000 2011","RT @robertoafelipe: @apple predicts #Siri in 1987 in video, the video is staged for September 2011 http://t.co/tFNRP3MD"
"apple","neutral","125992594395250688","Mon Oct 17 17:52:29 +0000 2011","Smart as hell. The Great Tech War Of 2012. http://t.co/0O1CfCIZ  Fab Four: @apple @google @amazon @facebook via @kvox #mustread"
"apple","neutral","125988651426512899","Mon Oct 17 17:36:49 +0000 2011","@apple predicts #Siri in 1987 in video, the video is staged for September 2011 http://t.co/tFNRP3MD"
"apple","neutral","125984350989860864","Mon Oct 17 17:19:44 +0000 2011","Smh at @ItsTheSituation for trying to cut in line for a 4S. Cmon mayne if @Apple's cofounder stood in line then you are too."
"apple","neutral","125972882240188416","Mon Oct 17 16:34:10 +0000 2011","New Blog! http://t.co/ENCSF1Ju @VerizonWireless @Motorola @Google @Apple #Android #DroidBionic #iPhone4S #4GLTE"
"apple","neutral","125969128514260992","Mon Oct 17 16:19:15 +0000 2011","how do you sync gmail contacts with your iphone? help please! @apple @gmail"
"apple","neutral","125957972466737152","Mon Oct 17 15:34:55 +0000 2011","@BikerVox @mariomussolini @ios_notch @apple xD thats why i have a back up PC… just incase *hides gun*"
"apple","neutral","125950026181648385","Mon Oct 17 15:03:20 +0000 2011","So apparently that's not the correct @apple"
"apple","neutral","125949784677810176","Mon Oct 17 15:02:23 +0000 2011","I love @apple & I love my phone.. but ever since this damn update my texts keep saying they're full when there are none & that's a PROBLEM!!"
"apple","neutral","125943078837161984","Mon Oct 17 14:35:44 +0000 2011","Ya hoo! @Apple sells 4 million iPhone 4S in 3 days http://t.co/rvdjSMMi (via @news360app) $AAPL"
"apple","neutral","125930342891790337","Mon Oct 17 13:45:08 +0000 2011","@iancollinsuk @Apple what's incredible, is that people still buy into apple as world beater's.....not true anymore."
"apple","neutral","125922500839342080","Mon Oct 17 13:13:58 +0000 2011","RT @TalkYo_ISH: Dear @Apple Can We Get Some Afro-American Emoticons? -Management"
"apple","neutral","125887065861787648","Mon Oct 17 10:53:10 +0000 2011","Does the iPhone4S no longer have that stupid 'network lost' pop up - possibly the most annoying thing ever that you cannot turn off @apple ?"
"apple","neutral","125882473312817152","Mon Oct 17 10:34:55 +0000 2011","Steve's last Design is apparently the @apple #apple #iPhone 5 | http://t.co/DIfQTmwm"
"apple","neutral","125866627337162752","Mon Oct 17 09:31:57 +0000 2011","A court in Sydney banned the sale of @Samsung 's Galaxy Tab in Australia over intellectual property infringement claims by @Apple  #IP_wars"
"apple","neutral","125866368758333440","Mon Oct 17 09:30:55 +0000 2011","@Apple received 1m pre-orders in a single day for its new iPhone 4S #consumer_demand #steve_jobs"
"apple","neutral","125859792802693120","Mon Oct 17 09:04:47 +0000 2011","@apple can you get your iphone to stop vibrating when you get a text?"
"apple","neutral","125815990620659713","Mon Oct 17 06:10:44 +0000 2011","@Apple needs to take down the Steve Jobs tribute and get back to promoting the brand - put the Cloud on the front page and start explaining"
"apple","neutral","125803571601080320","Mon Oct 17 05:21:23 +0000 2011","RT @MarcMonster: Siri keeps trying to send me to escort services....is that legal? @Apple"
"apple","neutral","125695449423286272","Sun Oct 16 22:11:45 +0000 2011","Steve Jobs Biopic Coming Soon - @Apple #Apple #SteveJobs http://t.co/DxZBa5bG"
"apple","neutral","125689905954299904","Sun Oct 16 21:49:43 +0000 2011","@fundingroadmap @apple also knowing that this is no ending http://t.co/q08cBcuE"
"apple","neutral","125687710705926144","Sun Oct 16 21:41:00 +0000 2011","Siri wasn't able to help me find the g-spot....bush league @apple"
"apple","neutral","125686643960193024","Sun Oct 16 21:36:45 +0000 2011","@Apple MacBook Air.. satiliktir."
"apple","neutral","125640679325052929","Sun Oct 16 18:34:06 +0000 2011","“@42Hermy: @Reddclay81 now that were done prasing @Apple 's #iOS5

Everyone go subscribe to notsosuperpro! #shamlessselfpromotion”"
"apple","neutral","125640515021578240","Sun Oct 16 18:33:27 +0000 2011","RT @42Hermy: @Reddclay81 now that were done prasing @Apple 's #iOS5

Everyone go subscribe to notsosuperpro! #shamlessselfpromotion"
"apple","neutral","125630016485732352","Sun Oct 16 17:51:44 +0000 2011","Back to the Future 2 where @Apple didn't even have IPhone"
"apple","neutral","125598495137726464","Sun Oct 16 15:46:29 +0000 2011","@Apple, feel free to accidently ship me a new iPhone 4s #nobigdeal"
"apple","neutral","125588749454278656","Sun Oct 16 15:07:45 +0000 2011","Thanks @apple my girlfriend likes #siri more than me now."
"apple","neutral","125586682790674434","Sun Oct 16 14:59:33 +0000 2011","@CoLDSToRAGE Haven't had a chance to check out the #android overhaul but ebooks are likely a response to @apple newsstand baked into #iOS5"
"apple","neutral","125581507355086848","Sun Oct 16 14:38:59 +0000 2011","Awesome documentary about how apple was created.. #stevejobs #apple @apple http://t.co/Qetk8ds2"
"apple","neutral","125537487455137793","Sun Oct 16 11:44:04 +0000 2011","@Apple has lunched its new OS: iSO 5"
"apple","neutral","125493125098635265","Sun Oct 16 08:47:47 +0000 2011","Or hide it.. RT @LucasBlack: Dear @Apple.Re: Newsstand. Don't advertise magazines for free:they're NOT free.Also,allow us to remove the app."
"apple","neutral","125417324621737985","Sun Oct 16 03:46:34 +0000 2011","In case you were curious like me.... IPhone 4S: Which Apple #iPhone is Best for Price, Features? http://t.co/d1LonCzc @Apple #HealthIT #EHR"
"apple","neutral","125379023307153408","Sun Oct 16 01:14:23 +0000 2011","RT @stalkertard: hey @apple, how about if IPhone4S = ""IPhone 4 Steve"" and you donate a small portion of the proceeds towards cancer rese ..."
"apple","neutral","125367492976717824","Sun Oct 16 00:28:34 +0000 2011","@apple http://t.co/awASwV5u"
"apple","neutral","125361209137565696","Sun Oct 16 00:03:36 +0000 2011","@apple iphone 4s arrival on Tuesday!! #iPhone4S"
"apple","neutral","125360952878182400","Sun Oct 16 00:02:35 +0000 2011","Too many iPhones.  @apple @dcoult #FirstWorldProblems http://t.co/Ck4yfFSY"
"apple","neutral","125332871174037504","Sat Oct 15 22:10:59 +0000 2011","@sprint is slow, slow, slow. beware when signing with #SlowSprint. @apple #iphone #iphone4 #iphone4s #Siri #android #TheBufferingNetwork"
"apple","neutral","125332609428496384","Sat Oct 15 22:09:57 +0000 2011","Waiting on line @Apple store at west 14th Street."
"apple","neutral","125312357797863425","Sat Oct 15 20:49:28 +0000 2011","RT @MyMelange: Wall to wall people, security and a huge line outside just to get in the @Apple store.  http://t.co/i1khkgJm"
"apple","neutral","125305567148388352","Sat Oct 15 20:22:29 +0000 2011","Follow me and I follow you!! @iOS5 @fansoflilwayne @follow @apple"
"apple","neutral","125276525472911360","Sat Oct 15 18:27:05 +0000 2011","If @Apple could put the USB female connector in cars would be #Dope"
"apple","neutral","125273317673414656","Sat Oct 15 18:14:21 +0000 2011","20 min line @apple store @short pump."
"apple","neutral","125270965268643840","Sat Oct 15 18:05:00 +0000 2011","Lol @Apple support playing Mary J Blige during the wait time."
