ID,Manual Coding,Tweet
17003,2,Well  - it is midnight and still powerless in Volusia. Not just #DukeEnergyFAIL but a COLOSSAL FAILURE!!!!! Fix our power!
24123,3,"As am I. If this was just storm related issue, and not a repeated problem w/  I might be less venomous. But thanks for your 0.10."
5318,6,Power came on.  thank you. I did hear some streets lose power when it was turned on.
10674,,in Miramar without power
20862,6,"5 days without power and its finally on, thanks "
20445,2,"I got trees touching the power lines and duke aint cutting the trees, im fixing to cut it down for them. Why cant they cut them down?"
2861,2,Why does my ticket change the number of affected customers from 1600 to 43 to 1582 to 9 to 41? Only accurate info is no power
2348,,"Many thanks to  as mins before the 18:30#WorldMeditationHour today, the meditation center  got back to full power! "
14498,6,"Thank you for fixing this and restoring power last night, you all ROCK!! I believe this was the calvary "
15171,8,"A #drones partnership among  ,  and  restored power in Jacksonville after #Irma .  uasmagazine.com/articles/1750/ drones-help-restore-power-in-jacksonville-after-hurricane-irma â¦"
8499,1,told 8 days without power. Can you imagine if it had been a direct hit? Florida needs a different power company.
22431,2,please come fix my power - 4 going on 5 days & haven't even seen a Duke truck in sight. my patience is running thin.
27454,2,4500 crews doing nothing bet you made sure your houses had power
12303,4,FPL  Sep 10. hey FPL what about an update on Manatee County power restoration. #Irma
10512,8,".  CEO: Company has 4,500 working in  2 restore power - Part of 19,500 working throughout the State.  â bei MDFR Headquarters and Training Center"
3296,2,"What a lie!!! We were told power would be restored by Sunday, yesterday they changed it to Tuesday!"
6907,5,"Sorry, so excited, but a little selfish!! Do You and you Family have power. If not we now have room in our freezer ha haaa."
12505,6,Shoutout to  for restoring our power already. Got the damn generator set up and then power comes on. #Blessed #AfterIrma
18819,8,I understand that everyone in my neighborhood has power execpt 8 rows of houses between murphy & champlain but us do all or do none #Deltona
24231,2,can you explain how only 3/4 of my apt complex got power back. and not a truck insight working on my side?. 7 hrs ago. fix this
19588,2,Power is a need in Florida. You can't survive without it. I don't know if I can go to bed in a puddle of my own sweat once more.
3355,6,"Thank you,  for restoring my power, minutes ago! #IrmaHurricane #Irma #IrmaRecovery #IrmaFlorida"
19613,8,My work doesn't have power yet but I saw 5 FPL trucks in the vicinity when I went there earlier
27389,,So proud of our team working on #industrial #water #research for  . Great job today at #2017symp !
3863,,"How about an act of man, like insufficient vegetation management around power lines and utility poles?"
13098,6,Thanks for tha hard work! Any update on West Boca parents have been with out power 27hrs & counting.
6290,8,After #IrmaHurricane :  : x #of customers out of power. Regular updates with numbers. Expected restoration date.  :
145,4,"I would like to know when is gonna be restored the power at 2735 North Poinciana Blvd in Kissimmee, zip code 34746. We still without power."
20125,2,had my area marked as restored when we weren't... still no sign of power coming anytime soon...
21909,6,Thanks to all of your linemen! We really take things for granted when we don't have them. Working hard everyday for our power
26832,6,thank you for restoring our power!!
15839,2,Yeah this getting ridiculous. Some of us work from home. No power =No work No work=no pay for all that manpower it sure seems like a waste
2032,1,No email updates and zero communication about power restoration
11720,1,You'd figure that they would have been coordinated with each other since they knew ahead of time a hurricane was coming.
4888,2,Day 6 and still no power
7759,2,We have been with out power. And no one answers the phone fpl
1592,2,"In response to lawsuits,  blames  lush trees for difficulties with restoring power.  "
110,6,Thank you for our power back on from Doris street 34741. Please be safe out there.
8546,2,I Saw 3 Trucks In My Neighborhood Why My Power Still Off ? One of them was on They Phone Chiling
20594,6,Thanks to  & the wonderful guys from NC for getting our power back on yesterday. Feel like I should drop off Krispy Kreme for all
25756,2," I have been without power for FUCKING 2 DAYS NOW, I see where you flipped the switch for the power lines, WTF. >:| "
20078,2," pinellas county is supposed to have power by midnight, can that happen if no one has been to my house to pick up a tree on lines"
11002,2,Looks like I'm sleeping in my car tonight on to day 3 without power
20922,5,How can you let Seminole county water get contanimated? How can we boil water without power? You are the worst.!!
20535,2,updated on Orange county restoration and customers left without power
18773,4,When will power be restored at Sweetwater Springs ? Watercrest Drive Longwood FL 32779 please?
18458,2,Just going to keep reporting it until my power comes on. I'm working nonstop to safely inform you that my power is still out.
6024,,For what ?!? To check her out ?! What we need is power for the a/c and for her device !!
23915,6,"My house isn't in a lake or destroyed, therefore duke can take as long as they like to fix my power. *logic*"
14362,8,Visit  StormCenter for important tips before #HurricaneIrma & after.  fpl.com/storm.html?cid =MC17EN015 â¦
27179,,OHHHH YOUR POWER!!!! THOUGHT YOU MEANT LIKE SUPERPOWERS
22504,8,"Maggie and my mom's dog. Mom has power, so we got some AC today. "
18930,2,We are one of 240 homes in my entire neighborhood still waiting for power in Maitland. Is Sunday still accurate?
18501,2,what is going on in Deltona? Not a truck for 6 days but we're supposed to believe that we will have power by midnight Sunday?
13041,8,We STILL have power!!!!
3001,3,Why don't u use ur influence 2 get  2 answer customer questions re when power will be back on? We have lives to live.
20966,2,Midnight for my family AM Friday will be 126 hours without power it better be on by Midnight or lawyers and detectives will be
21156,3,"  when my son has an emergency, who do I sue? Real feel was 100 today. Duke don't do nights."
11635,6,"Thank you, thank you!!!!! Power just came on."
17971,2,I don't care who restores my power I'll be grateful for them. So I guess my midnight deadline for power tonight isnt gonna happen? But when?
6956,2,Dude I NEED POWER. LIKE COME ON
21243,2,wish we were one of them. Saw a white duke energy pickup truck today. Does that mean we may have power tomorrow
89,6,Great job KUA not only on restoring power so quickly but also for keeping us updated on your progress!
13835,4,"  I've been without power in Savanna in Weston, FL since7:30 am. Is the entire city w/o power?"
1985,2,How about making power cos. Like  do a plan that does not take 7+ days to restore power?
10294,2," you guys suck the house next to me has power but I don't, WHAT?"
20703,2,I hope it's true that the power comes on today because this is bs.  #DukeEnergy #DUKEENERGYIRMAFAILURE #sweatinglikecrazy
18966,2,Still without power in beacon square holiday Fl. Day 6. Plz send the linemen back!
27304,2,a week?! I'm hearing wrong there is minimal damage in Clearwater-Dunedin get us up now.
4634,6,they're waiting? many men & women are out their risking their lives with downed powerlines to fix our power.
19011,4," The map just showed us with power. Lake Cain Hills , Orlando 32819. I called and it said I was the first one. Still 84 out."
5499,2,Stop with the BS we need #power guys are hiding out then they come out at night but when you approach them they jump back in trucks w/ AC
16138,2,When you got a blog post due on your only day off and you lose power. Come on  you got this!
5461,2,Cool story... where is my power
3556,4," OLD people suffering, one hospital just now. Can't relocate. Please get power on 700 block N.W.66th AVE, Plantation, FL. "
12883,2,Slide thru with the power
16629,2,it 4pm and still no one here. The only house on our street without power. It's been more than a week now.
6797,2,you guys must of know I almost died from heat last night the power back on thank you
27817,1,"I feel like it's an infrastructure problem over here.Not the actual storm,it happens in this area w/out damage."
15137,2,are you providing updates on power outages?
21690,6,Prepping rooms for the dedicated people from  who are here to help restore power to our neighborhoods. #FloridaNow
7564,8,"Negative, my friend. No power yet. You guys?"
2231,8,"10 days after the hurricane #Irma Pinecrest FL is a ghost town.  , .  and .  forgot their residents"
13658,8,power is out at PGA National in Palm Beach Gardens.
21255,3,ok  how are u going to tell me online not to report my power outage.....
9157,4,when will power be restored to my area? I'm in West Hialeah
2835,2,"Aka and the sun rises on ANOTHER DAY WITHOUT POWER. Apparently, we're one of the lucky 60,000   ...  fb.me/zVHL7Y3G"
5615,1,when will you start running power lines underground and stop with these stupid poles?! #Irma
17398,2," so we've been without power for 7 days now, I have a 1year old & 3 year old! This is ridiculous! Can you get with  ?"
28161,8,in sure u r aware but no power since 1am In Northwood oaks...53rd and 34th. B safe
16896,4,we still do not have power on Baltimore Dr in the Kingswood subdivision. Crew was out last night then left w/o restoring power.
315,2,"I think it's pretty sad we lost power at 7:10 pm. Wasn't really even bad, probably first out, last one on"
24089,4,This months bill should be very low.. ijs a week with out power ... at least let us know where we can find ice
11724,8,"Same thing in colonial grand at lake Mary, only businesses have power."
17415,3,"well , thats how it is with big providers , but surprisingly they never delay to take the money from you every month ... One week no Power"
27544,2,A week without power? I don't think  would let that happen. #hurricaneirma
8816,4,we need power in North lauderdale
12760,2,It's been 2 days since your last post! When are you planning to restore power service?
19581,2,Including pasco I still don't have power in holiday
17915,4,please come to my house my family cant stand the heat any longer.The rest of my neighborhood has power but us and my neighbors
3567,2," NO, we don't have any power in our home! I understand you guys have your hands full but this is not right! #33168 "
25897,8,my power came back on last night. 1/2 my hood is still w/o power though
11559,6,24 hours after conditions start to improve and we have power. Thank you  !!! I am so relieved I can't even tell you.
2216,2,"How can it take so long to suspect in a damage to your equipment, specially if we see no crews in a large surrounding area? Send someone!"
24683,6,So glad to finally have power back on! Thanks  ! #irma2017
8707,2,I just drove from Salerno Rd to Bridge Rd. Not one truck anywhere. Emergency Response? You've got to be kidding me.
2554,3,"the power tracker is useless. Just says 90% by Monday, 95% by tues & rest by wed."
17017,8,Within a few hours of your post we have power
3756,2,Hey  I still don't have power in Miami. Can you comp me a few nights  until  does their job?
5684,8,33024 Pembroke Pines still needs power. Some houses have power others don't.
228,4,Hopefully you make it to park terrace circle soon. We have elderly and infants that are suffering from the power outage
1625,,calls out  . #Irma  miamiherald.com/news/weather/h urricane/article174101851.html â¦
7907,6,Keep up the hard work! It's hard being without power but you guys are giving up a lot of your time to help so thanks
5740,2,my grandmother on oxygen has been without power since friday night while people on my street have had power restored smh
3979,2," you fucking lying pieces of shit saying East Coast will have power by Sunday, now my ticket says Tuesday - disgusting. "
21133,2,"ANOTHER LIE! NOT working around the clock! You said it before, only in emergencies do you work overnight. Guess this isn't an emergency."
4018,8,Both to the left & right of us have power. We are going on day 7 - new ticket still says 101 affected... yet lots of have it already.
19939,2,it's a little frustrating seeing everyone around us with 2-3 blocks getting power. Is Orange County still Sunday night?
12740,4,"33032 area has no power, help us plz"
1695,6,.   Leave  alone... They did a great job with restoring power. Much improved since Wilma.
5428,8,neighbor got hauled away in an ambulance today. People at either end of the street have power except the few in between.
19156,8,i still no power largo fl.
16747,2,This is spot on lol. 8 days without power or water. Come on  mama needs a hot shower & to cook. #HurricaneIrma
8374,2,Can't sleep b/c all I want in life is power and this is just making me more frustrated that the website doesn't work #saveme
10222,4,Power was up for an hour last night. Still not back now. Will we be less of priority now since less homes affected in the area?
26454,2," every neighborhood around me has power except my street. No down trees,no broken lines, & we got a lift station that needs power"
5943,2,"I get that, but what about the dangerous live downed powerline in the back yard when the rest of the neighborhood is with power"
4311,6,"Thanks  ! It was a long, hot, & stressful six days without power but I know you were working hard to get us back!"
10968,8," Didn't have power Sunday or most of yesterday, finally got power yesterday night, and now it's 3:30am and it's gone out again"
24509,4,when will I get power in Bartow. It's hot.
24669,4,Please make assisted living facilities a priority. Golden Pond on 402 Lakeview Rd Winter Garden needs power!
15952,4,please focus on incident 2005406915 it's extremely dangerous out here without power. It still shows assessing! Help us please!
27644,4,if my power is flickering on and off does this by chance mean you guys are working on I?
1210,8,Not where we're at Everyone in our hood got power back except the school. They've called and we're told FPL would call back 3 weeks no power
23314,2,I really wish you guys would do it sector-by-sector and make sure everybody is actually getting power restored as quickly as possible
23889,4," I don't think it's asking to much to want to why at our house the powers out, and to say ""we're working on it"
15578,2," OFFICIALLY DAY 3 NO POWER, NO UPDATE, NO CREW IN SIGHT. 32205. Myra st and willowbranch. Turn our power back on there is no dmg"
8678,4," PLEASE come to West Park, we're going on day 3 with nothing. All cities surrounding us has power, please help."
15544,4,When will power be restored at 3877 windridge ct 32257?
8992,4,any idea when power will be restored on 69th St & Harding Ave Miami Beach?
4854,2,"Why did the number of customers in Miami-Dade without power go up by 5k between 9am and 10am? Pure incompetence? Laziness? Liars, all. "
22977,4,We need minimal work to get our power back! Why not just make the simple fixes as fast as possible then tackle rebuilding Tampa bay?
8278,2,"3rd night with no air conditioner done, come on  I want my power back on TODAY not by the end of the weekend!"
27132,4,"Mother on oxygen without power for 24 hours now in Whitney Lakes....  , we need power ASAP!"
9914,8," tree entangled in power line on Jog Rd just south of Celebration Blvd, across from Apoxee Trail. "
8627,8,literally melting since one day before #Irma still no power 33137 Miami Fl
23295,2,"No power yet no sign of a truck, heck had to put a sign up in front of subdivision saying no power..around the clock service yeah right"
16656,5,855-398-2370 is a  claims number going viral. We verified that food loss from a storm cannot be reimbursed. Contact your insurer.
9456,4,please restore power to the area close to the hospital in Port Charlotte and prove that property value doesn't dictate priority.
12992,8,Lies and more lies. Last six hours without storm nor even a 5 mph wind. Still no power in boca raton. Please don't miento people.
5541,4,Everyone in ormond by the sea has power even next street over get over here I'm not waiting till 11pm Sunday to have power this is crazy !
15293,4,why is Ortega Forest not on your outage map? We still have downed wires and no power.
23274,5,Did your power drop again recently. If it gets turned on and cuts back off that just means there's another problem down the line
13629,8,More than 2 million customers without power in #Florida as #HurricaneIrma moves through the state. #HurricaneIrma
27965,8,".  has 4,500 crews on standby across the Carolinas, with 150 headed to  this afternoon for damage assessment."
342,4,Is there a website where I can see the neighborhoods that are without power right now?
26018,5,"Bright side: Most of TLH has power so those residents won't be hunting down generators, gas cans, and water. "
476,4,going on to 8 days without power. Can someone check this out Parker street area there's power all around us
16284,3,I'm amazed what utility co. can do to create these win-win situations w/ their customers I've heard hot water tank timers are next. True?
20751,2,WHERE IS THE POWER WE WERE PROMISED BY MIDNIGHT DUKE ENERGY?????WTF!!!!
2902,6,thank you #fplcalvary #fpl #power #restore #workinghard
4276,8,Yeah we've lost a big amount of food bc of the power outage. We have not seen any trucks or people fixing anything at all in our area.
27591,2," we are almost 24 hrs without power, when you turn it on hunters creek?"
28181,8,Down to only 400  customers without power. 300 are in the NW between 34th st. and I-75.
1578,8,Because they can't do anything after an emergency if the document is not notarized
14439,4,any chance you can help out  get the power back on in West Orlando? No DE trucks seen in ORL since Irma!
6210,8,THIS is the order that  is using to determine who gets power restored first:  bit.ly/2fduWeA
24718,2,says a week to assess the damage? No tidal surge and still no power. What are you doing to fix their cluster f*ck?
25143,8,Latest via  on total restoration times (latest possible estimate) - Pinellas/Pasco: Midnight Fri - Currently 1M w/o power #WTSP
20693,2,"It's 3:15 am on Friday Dukey where's my damn electricity?! By Midnight Friday you say, yet here I am... no power and it's hot as fuck!"
13433,4,Dear  I would greatly appreciate your efforts to restore power in Doral FL. Doral Park Condos... Regards... #Irma #Outage
25082,,can you please delay electricity to come back by sept 14? i'm not ready for having power yet. thanks.
860,2,"Hey  what the fuck? Your truck pulls up to neighbor's house, it leaves and now my power is out. No notice/call/message? Bullshit."
24705,1,Spin control. This storm was expected to be way worse. You are a Mickey mouse company
1466,8,We're continuing to help  restore power to customers affected by #HurricaneIrma . Here's another look at what our crews have seen.
23263,8,My while fucking town is powerd. Every traffic light in ia powered. Businesses powered. No residential power. Get out of here w lies
20731,4,power is off on 80th Ave NE in St Pete. Can we get an estimate on repair?
27423,4,u have power?
1686,2,We are trying to stay positive! Where are the trucks?? No power 72nd ave and 134th street. Come on
28094,2,"Oh I have been following it. Since you guys refuse to restore power to NW Gainesville, there isn't much else to do. #Forgotten"
5433,2,Thank you. I'm still waiting for my electricity. 5 days w/o power already.
7717,2,If  had a competitor they wouldn't be so horrible ... a month without power for Wilma and still no power now
8401,4,I know you're busy  but I've got a few months worth of insulin that's gonna go bad if I don't get power soon.
23756,4,You win. It's my bday this weekend. I am using my bday wish to ask for electricity to my house. #OneWish #Power
6597,8,Lmfaoooooo I have power now crazy gyalllll
19228,2,Due to weather? You mean the extreme heat? We are well aware because we are living in it without ac or fans!
6350,4,"Day 5 no power-our food is spoiled, our money is spent and we are desperate for AC. Please restore our power!"
14868,8,the outage map shows that my house should have power but we do not!
23062,4,"Not us! On a well. No power, no water! Used up our 3 day rations. HELP! SEMINOLE COUNTY LONGWOOD."
26815,3,But let's make a big PR show and then not restore any power.
1901,8,I slept like a baby last night since  restored my power. I woke up every two hours wanting to suck on a titty/lol
26854,1,.. Dirty  is wanting families 2 pay 4 clean drinking water. We did nothing WRONG here.
4315,4,Finaly our Power Lineman get some kind of recognition. They need national recognition  . What are you gonna do about it??
22246,2," over 100 hrs with no power in Orlando, in sweltering heat, no idea if Duke Energy even cares if we're here, alive or dead."
9090,6,"Hey I was right, power was restored! To all the houses around my house and 5 of my neighbors, great!"
22065,4,#hurricaneirma  can you please help tweet my mom's senior park day 5 no power no food or medicine another 5 days
17220,8,We never truly lost power here. We just kept having surges and with everyone I know not having power it was scaring me. Osceola is good.
6518,6,So happy that my power is back on! Thank you so much
11935,2,TELL THAT S.O.B. TO GET MY POWER ON. ITS 200 DEGREES IN MY APT.
12587,4,is someone trying to restore power for all the people living in 33312?
10104,4,what's the estimated time for Deltona to get their power back ?
13573,6,I LOVE YOU  THANK YOU FOR GIVING ME MY POWER BACK
12273,1," since you guys can't give me an estimated time as to when my power is coming back, I'll do the same when I have to pay my bill"
9164,4,We're still out because you're powering the rich neighborhoods. Stop being stingy and give up power in Garden Woods.
9171,2,why y'all got 100 trucks just posted at Magic city casino when million of houses still don't have power?
16793,8,You scumbag Liars! Osceola is not full restored. On day 8 with no power. Media and State Senators have been notified. Go to hell
13910,8,"There are a lot of people without power in Boynton Beach on 23rd Ave & Federal HWY, 23 Rd ave & seacrest. #Irma #IrmaPalmBeach "
11704,8,Large teees hanging on power lines in Estancia (on Glades Road  feet from Powerline Road) in Boca Raton
15632,6,Celebrating the power returning. Thanks  and  .
9674,2,33173 NO POWER FOR X4 DAYS
22145,2,Had a bucket truck and a pickup restore power to everyone but my street last night. Wtf is going on here
27597,8,Passed 22 hours without power. :(
11991,4,US HWY 441 in canal point needs power newborn babies and elderly out here the surrounding areas have power
24056,2,Tangelo park Orlando FL have no power wen international drive has power I have a 2 month old who is getting sick cause I can't warm bottles
15577,4,"Does anyone know what ""crew status restored"" means on their outage map? It can't mean power is restored because power is out"
3124,4,how about getting my power back on for my birthday?? I live in fort Myers off mcgregor north of the golf course west of mcgregor
20378,2,All of my family (live right by the entrance of the KEYS) have their power back on. I don't because I have  . #FireDukeEnergy
9299,4,...do you have power?
13596,8,.  reports more than 2.3 million customers without power in Florida as Irma hammers the state  wapo.st/2vX3EDT
1516,4,are you working in Crown Pointe East Naples yet? Houses still no power.
1932,2,Day 9 no power!!!! Neighbor had a heart attack. Haven't seen anyone even working in our neighborhood. It is grim in Fort Myers.
18026,2,And wouldn't that mean if I'm still without power they will once again knowingly miss their self imposed 1159 Pinellas County deadline?
10894,0,Hurricane Bae might need to work for  . Y'all got any single men in northeast Fl? Asking for a friend. He must love God and cats.
9510,6,Thanks for the hard work. Do you have an ETA on Brevard County specifically Merritt Island? Have has power 1/2 doesn't
17123,8,Power finally restored here in St Pete after 8 days. I hear people cheering in the streets.
